query_id,candidate_id,query_text,query_language,project_title,client,country,sector,offerings,service_nature,evidence_excerpt,source_document,source_page,citation_label,relevance_0_1_2,wrong_evidence_chunk_yes_no,failure_category,evidence_notes,reviewer_id,reviewed_at
TECH-FR-001,TECH-FR-001-C11,Références de plan de continuité d’activité pour une banque,fr,Plan de Continuité d’Activité| Cadrage Etude des besoins de continuité Analyse des risques majeurs Etude de choix technico-économiques Feuille de route de mise en œuvre Pilotage de la mise en place du site de repli co…,Banque Internationale Arabe de Tunisie BIAT,Tunisie,Banque,PCA/PCI,"Plan de Continuité d’Activité| Cadrage Etude des besoins de continuité Analyse des risques majeurs Etude de choix technico-économiques Feuille de route de mise en œuvre Pilotage de la mise en place du site de repli collaborateurs Pilotage de la mise en place du site de secours informatique Formalisation des procédures de continuité métier pour le périmètre Siège et agence Formalisation du Plan de Secours Informatique Formalisation des procédures de reprise transversales (IT, Services Généraux, RH, ...) Tests de crise et de PCA et Maintien en condition opérationnelle",atteste par la présente que la société DEVOTEAM TUNISIE a réalisé pour le compte de la BIAT le projet de mise en place du plan de continuité d’activité (plan de continuité métier et plan de secours informatique). Le projet a été réalisé durant la période de janvier à novembre 2014 et a été piloté par M. Tarek Akrout.…,Attestation de PCA BIAT 2014.pdf,1,Attestation de PCA BIAT 2014.pdf — page 1,,,,,,
TECH-FR-001,TECH-FR-001-C12,Références de plan de continuité d’activité pour une banque,fr,Mise en place d’un plan de continuité de l’activité pour la Banque Centrale de Tunisie (financé par la GIZ) Phase 1 - Etat des lieux Phenix V1 et définition de la gouvernance de Phenix V2 • Etat des lieux • Définition…,Banque centrale de Tunisie,Tunisie,Banque,PCA/PCI,Mise en place d’un plan de continuité de l’activité pour la Banque Centrale de Tunisie (financé par la GIZ) Phase 1 - Etat des lieux Phenix V1 et définition de la gouvernance de Phenix V2 • Etat des lieux • Définition et mise en place du cadre de gouvernance du PCA • Elaboration du planning détaillé de mise en œuvre de Phenix V2 Phase 2 - Cadrage du PCA • Etude des besoins de continuité d'activité • Plan de gestion de crise • Proposition de stratégies de continuité par des scénarios de risque • Etat des lieux et analyse des risques liés à la continuité de l'activité,attestons par la présente que le Cabinet DEVOTEAM a réalisé la mission d’ Assistance à la mise en œuvre d’un Plan de Continuité d’Activité (PCA) de la Banque Centrale de Tunisie. La mission a été pilotée par Mr. Slim CHENCHAH.…,mise en place PCA.pdf,1,mise en place PCA.pdf — page 1,,,,,,
TECH-FR-001,TECH-FR-001-C13,Références de plan de continuité d’activité pour une banque,fr,Assistance à la mise en œuvre d’un plan de continuité d’activité (PCA) (plateforme SAP) - Phase 1 : Etude de l’existant (Lancement et Cadrage) - Etude du besoin en reprise d’activité et CDC - Phase 2 : Accompagnement…,société africaine de raffinage SAR,Sénégal,Industrie,PCA/PCI,Assistance à la mise en œuvre d’un plan de continuité d’activité (PCA) (plateforme SAP) - Phase 1 : Etude de l’existant (Lancement et Cadrage) - Etude du besoin en reprise d’activité et CDC - Phase 2 : Accompagnement au choix du prestataire pour la mise en œuvre du PCA - Phase 3: Assistance à l’élaboration des scénarios de test et plan de gestion de crise - Phase 4: Assistance aux Tests.,"atteste par la présente que la société DEVOTEAM est en cours de réalisation pour le compte de la société africaine de raffinage SAR d’un projet d’assistance à la mise en œuvre d’un plan de continuité d’activité (PCA) (Plateforme SAP) Ce projet est piloté par Youssef Hmani Les experts ayant participé à l’élaboration du projet sont : Hassen Hamdi Sami Ben Haj Abderrazak bacha Il y’a lieu de signaler que les prestations de ladite société sont réalisées conformément aux normes et règles de l’art et ont donné, à ce jour, pleine satisfaction.

Cette attestation est délivrée à l’intéressé pour servir et valoir ce que de droit.…",Attestation DEVOTEAM 28042022 - BIS (3).pdf,1,Attestation DEVOTEAM 28042022 - BIS (3).pdf — page 1,,,,,,
TECH-FR-001,TECH-FR-001-C14,Références de plan de continuité d’activité pour une banque,fr,Plan de Continuité d’Activité - Expression des besoins de continuité d’activité - Analyse des risques majeurs - Stratégie de continuité d’activité des métiers et du SI - Définition du dispositif de gestion de crise -…,Tunisie Leasing,Tunisie,Banque,PCA/PCI,Plan de Continuité d’Activité - Expression des besoins de continuité d’activité - Analyse des risques majeurs - Stratégie de continuité d’activité des métiers et du SI - Définition du dispositif de gestion de crise - Pilotage de la mise en place du Plan de Continuité d’Activité - Formalisation des procédures de reprise,"1054816M et représentée par Monsieur Tarek AKROUT, Gérant dûment habilité à l’effet des présentes, Ci-après désignée par "" le Fournisseur"" IL A ETE CONVENU CE QUI SUIT ARTICLE 1. OBJET Le présent contrat a pour objet l’exécution des prestations relatives a l’élaboration du plan de continuité d’activité de Tunisie Leasing.…",Contrat PCA Tunisie Leasing 2016.pdf,1,Contrat PCA Tunisie Leasing 2016.pdf — page 1,,,,,,
TECH-FR-001,TECH-FR-001-C15,Références de plan de continuité d’activité pour une banque,fr,Plan de Continuité d’Activité| Cadrage Etude des besoins de continuité Analyse des risques majeurs Pilotage de la mise en place du site de repli collaborateurs Pilotage de la mise en place du site de secours informati…,Société Tunisienne de Banque STB,Tunisie,Banque,PCA/PCI,Plan de Continuité d’Activité| Cadrage Etude des besoins de continuité Analyse des risques majeurs Pilotage de la mise en place du site de repli collaborateurs Pilotage de la mise en place du site de secours informatique Formalisation du Plan de Secours Informatique Tests de crise et de PCA,mission d'étude et de mise en place d’un Plan de Continuité d'Activité et ce conformément aux conditions décrites au cahier des charges de l'appel d'offres STB réf. 16/2017 et de l'offre de la société DEVOTEAM.…,Contrat PCA STB 2017.pdf,2,Contrat PCA STB 2017.pdf — page 2,,,,,,
TECH-FR-001,TECH-FR-001-C16,Références de plan de continuité d’activité pour une banque,fr,Assistance à la mise en œuvre d’un plan de continuité d’activité (PCA). - Lancement de la mission - Cadrage du plan de continuité d’activité - Mise en place du PCA - Test et organisation du maintien en condition opéra…,Mitigan,Tunisie,Régie Financière,PCA/PCI,Assistance à la mise en œuvre d’un plan de continuité d’activité (PCA). - Lancement de la mission - Cadrage du plan de continuité d’activité - Mise en place du PCA - Test et organisation du maintien en condition opérationnelle,"atteste par la présente que la société DEVOTEAM a réalisé pour le compte de MITIGAN CIB le projet d’assistance a la mise en ceuvre d’un plan de continuité d’activité (PCA). Ce projet est composé des phases suivantes :
- Lancement de la mission
- Cadrage du plan de continuité d'activité
- Mise en place du PCA
- Test et organisation du maintien en condition opérationnelle Cette étude a été pilotée par M. Amine MIAOUI.…",Attestation de référence MITIGAN. PCA.pdf,1,Attestation de référence MITIGAN. PCA.pdf — page 1,,,,,,
TECH-FR-001,TECH-FR-001-C17,Références de plan de continuité d’activité pour une banque,fr,Assistance Relatif à la Mise en Place du Plan de Continuité d’Activité de Monétique Etude des besoins de continuité Analyse des risques majeurs Etude de choix technico-économiques Feuille de route de mise en œuvre Pil…,Société Monétique Tunisie « SMT »,Tunisie,Banque,PCA/PCI,Assistance Relatif à la Mise en Place du Plan de Continuité d’Activité de Monétique Etude des besoins de continuité Analyse des risques majeurs Etude de choix technico-économiques Feuille de route de mise en œuvre Pilotage de la mise en place du site de repli collaborateurs Pilotage de la mise en place du site de secours informatique Formalisation des procédures de continuité métier,"Monsieur Slim CHENCHAH, Directeur Général Adjoint dûment habilité à l’effet des présentes, Ci-après désignée par "" le Fournisseur"" IL A ETE CONVENU CE QUI SUIT ARTICLE 1. OBJET Le présent marché a pour objet l’exécution des prestations relatives à la mise en place du plan de continuité d’activité de Monétique Tunisie.…",SMT Monetique Tunisie PCA 2016 (1).pdf,1,SMT Monetique Tunisie PCA 2016 (1).pdf — page 1,,,,,,
TECH-FR-001,TECH-FR-001-C18,Références de plan de continuité d’activité pour une banque,fr,Mise en œuvre du plan de continuité d’activité - Analyse des écarts entre la solution de continuité existante et les normes et / ou bonnes pratiques - Évaluation et étude des besoins des processus métier - Busines Imp…,BFI Tunisie BANQUE FINANCE INTERNATIONALE,Tunisie,Banque,PCA/PCI,"Mise en œuvre du plan de continuité d’activité - Analyse des écarts entre la solution de continuité existante et les normes et / ou bonnes pratiques - Évaluation et étude des besoins des processus métier - Busines Impact Analysis et Analyse des risques - Définition de la stratégie de continuité d'activité (SI et Métier) - Identification des solutions de continuité - Etude technique / financière pour la solution de continuité d'activité - Élaboration d'une feuille de route pour la mise en œuvre du PCA - Mise en œuvre du plan de secours informatique - Elaboration du plan d'action basé sur les applications (en tenant compte de l'architecture des applications, de la technologie, ...) - Définition de l'architecture SI du site de secours - Elaboration des termes de référence pour les acquisitions d'équipements et le Housing",atteste par la présente que la société DEVOTEAM a réalisé pour le compte de BFI le projet d’accompagnement a la mise en place d’un plan de continuité d’activité. Devoteam nous a accompagné durant la période de Janvier 2019 a Juin 2020.…,Attestation de PCA BFI 2019 (1).pdf,1,Attestation de PCA BFI 2019 (1).pdf — page 1,,,,,,
TECH-FR-001,TECH-FR-001-C19,Références de plan de continuité d’activité pour une banque,fr,Mise en œuvre d’un Plan de Continuité d’Activité (PCA) Etude des besoins de continuité Analyse des risques majeurs et étude de choix technico-économiques Feuille de route de mise en œuvre Pilotage de la mise en place…,ENDA,Tunisie,Régie Financière,PCA/PCI,Mise en œuvre d’un Plan de Continuité d’Activité (PCA) Etude des besoins de continuité Analyse des risques majeurs et étude de choix technico-économiques Feuille de route de mise en œuvre Pilotage de la mise en place du site de repli collaborateurs Pilotage de la mise en place du site de secours informatique Formalisation des procédures de continuité métier,"atteste par la présente que la société DEVOTEAM TUNISIE a réalisé pour notre compte le projet de cadrage du plan de continuité d'activité. Le projet a été réalisé durant la période de mai 4 juillet
2014.…",Attestation ENDA PCA 2014 (1).pdf,1,Attestation ENDA PCA 2014 (1).pdf — page 1,,,,,,
TECH-FR-001,TECH-FR-001-C20,Références de plan de continuité d’activité pour une banque,fr,Opérationnalisation du PCA de la BCT Phase 1 : Mise en place du PCA • Réalisation des ateliers pour les procédures métiers • Réalisation des ateliers pour les procédures de secours informatique (5 applications critiqu…,Banque centrale de Tunisie,Tunisie,Banque,PCA/PCI,Opérationnalisation du PCA de la BCT Phase 1 : Mise en place du PCA • Réalisation des ateliers pour les procédures métiers • Réalisation des ateliers pour les procédures de secours informatique (5 applications critiques) • Elaboration du reste des procédures PSI • Elaboration du plan de communication de crise • Elaboration du plan de sécurité des personnes et des biens Phase 2 : Test • Elaboration d'un plan de test global • Préparation et réalisation du premier test PCA • Elaborer le Plan MCO,attestons par la présente que le Cabinet DEVOTEAM a réalisé le projet d’Opérationnalisation du Plan de Continuité d’ Activité (PCA) de la Banque Centrale de Tunisie. Le projet a été piloté par Mr. Slim CHENCHAH.…,Opérationnalisation du PCA de la BCT.pdf,1,Opérationnalisation du PCA de la BCT.pdf — page 1,,,,,,
TECH-EN-001,TECH-EN-001-C01,Bank business continuity planning references,en,Plan de Continuité d’Activité Expression des besoins de continuité d’activité Analyse des risques majeurs Stratégie de continuité d’activité des métiers et du SI Définition du dispositif de gestion de crise Formalisat…,"Banque Nationale Agricole, BNA",Tunisie,Banque,PCA/PCI,Plan de Continuité d’Activité Expression des besoins de continuité d’activité Analyse des risques majeurs Stratégie de continuité d’activité des métiers et du SI Définition du dispositif de gestion de crise Formalisation du PCA et élaboration d’un plan du test,"atteste par la présente que la Société DEVOTEAM a réalisé pour notre compte des travaux de cadrage de Plan de Continuité d'Activité, courant [PHONE_LIKE], couvrant: L’expression des Besoins métier ;
- L?analyse des risques conformément à l’ISO 27005 ;
- La définition de la stratégie de continuité de trois ans ;
- La formalisation de dispositif de gestion de crise. Cette étude a été pilotée par Mr Tarek AKROUT.…",BNA_Attestation de Référence_Accompagnement PCA.pdf,1,BNA_Attestation de Référence_Accompagnement PCA.pdf — page 1,,,,,,
TECH-EN-001,TECH-EN-001-C02,Bank business continuity planning references,en,Assistance à la mise en œuvre d’un plan de continuité d’activité (PCA). - Lancement de la mission - Cadrage du plan de continuité d’activité - Mise en place du PCA - Test et organisation du maintien en condition opéra…,Mitigan,Tunisie,Régie Financière,PCA/PCI,Assistance à la mise en œuvre d’un plan de continuité d’activité (PCA). - Lancement de la mission - Cadrage du plan de continuité d’activité - Mise en place du PCA - Test et organisation du maintien en condition opérationnelle,"atteste par la présente que la société DEVOTEAM a réalisé pour le compte de MITIGAN CIB le projet d’assistance a la mise en ceuvre d’un plan de continuité d’activité (PCA). Ce projet est composé des phases suivantes :
- Lancement de la mission
- Cadrage du plan de continuité d'activité
- Mise en place du PCA
- Test et organisation du maintien en condition opérationnelle Cette étude a été pilotée par M. Amine MIAOUI.…",Attestation de référence MITIGAN. PCA.pdf,1,Attestation de référence MITIGAN. PCA.pdf — page 1,,,,,,
TECH-EN-001,TECH-EN-001-C03,Bank business continuity planning references,en,Assistance à la mise en œuvre d’un plan de continuité d’activité (PCA) (plateforme SAP) - Phase 1 : Etude de l’existant (Lancement et Cadrage) - Etude du besoin en reprise d’activité et CDC - Phase 2 : Accompagnement…,société africaine de raffinage SAR,Sénégal,Industrie,PCA/PCI,Assistance à la mise en œuvre d’un plan de continuité d’activité (PCA) (plateforme SAP) - Phase 1 : Etude de l’existant (Lancement et Cadrage) - Etude du besoin en reprise d’activité et CDC - Phase 2 : Accompagnement au choix du prestataire pour la mise en œuvre du PCA - Phase 3: Assistance à l’élaboration des scénarios de test et plan de gestion de crise - Phase 4: Assistance aux Tests.,"atteste par la présente que la société DEVOTEAM est en cours de réalisation pour le compte de la société africaine de raffinage SAR d’un projet d’assistance à la mise en œuvre d’un plan de continuité d’activité (PCA) (Plateforme SAP) Ce projet est piloté par Youssef Hmani Les experts ayant participé à l’élaboration du projet sont : Hassen Hamdi Sami Ben Haj Abderrazak bacha Il y’a lieu de signaler que les prestations de ladite société sont réalisées conformément aux normes et règles de l’art et ont donné, à ce jour, pleine satisfaction.

Cette attestation est délivrée à l’intéressé pour servir et valoir ce que de droit.…",Attestation DEVOTEAM 28042022 - BIS (3).pdf,1,Attestation DEVOTEAM 28042022 - BIS (3).pdf — page 1,,,,,,
TECH-EN-001,TECH-EN-001-C04,Bank business continuity planning references,en,"Plan de Continuité d’Activité Mission de développement, d’élaboration et de mis en place : Phase 1: processus de gestion des risques en sécurité de l’information traité par le système d’information de l’OACA Phase 2:…",Office de l'aviation civile et des Aéroports (OACA),Tunisie,Entreprise Pub,PCA/PCI,"Plan de Continuité d’Activité Mission de développement, d’élaboration et de mis en place : Phase 1: processus de gestion des risques en sécurité de l’information traité par le système d’information de l’OACA Phase 2: processus de gestion de la continuité d’activité du système d’information de l’OACA","atteste par la présente que la société DEVOTEAM à réalisé pour le compte de V'OACA une mission de développement, d'élaboration et de mise en place des :
- Processus de Gestion du Risque en Sécurité de l'information traitée par le Systeme d'information de l'QACA au sens dela norme ISO 27005 ;
- Processus de Gestion du Plan de Continuité d'Activité du Système d'Information de l'OACA au sens de la norme [PHONE_LIKE] Cette mission a été pilotée par Monsieur Mohamed Ben Messaoud, Les consultants ayant participé aux différentes phases du projet sont :
- Mr. Melek Dekhil
- Mr. Ahmed Harsi
- Mr. Sami Haboubl il y'a leu de signaler que les prestations de ladite société ont été réalisées conformément…",Attestation OACA Mission PCA 2018 (1).pdf,1,Attestation OACA Mission PCA 2018 (1).pdf — page 1,,,,,,
TECH-EN-001,TECH-EN-001-C05,Bank business continuity planning references,en,Mise en œuvre d’un Plan de Continuité d’Activité (PCA) Etude des besoins de continuité Analyse des risques majeurs et étude de choix technico-économiques Feuille de route de mise en œuvre Pilotage de la mise en place…,ENDA,Tunisie,Régie Financière,PCA/PCI,Mise en œuvre d’un Plan de Continuité d’Activité (PCA) Etude des besoins de continuité Analyse des risques majeurs et étude de choix technico-économiques Feuille de route de mise en œuvre Pilotage de la mise en place du site de repli collaborateurs Pilotage de la mise en place du site de secours informatique Formalisation des procédures de continuité métier,"atteste par la présente que la société DEVOTEAM TUNISIE a réalisé pour notre compte le projet de cadrage du plan de continuité d'activité. Le projet a été réalisé durant la période de mai 4 juillet
2014.…",Attestation ENDA PCA 2014 (1).pdf,1,Attestation ENDA PCA 2014 (1).pdf — page 1,,,,,,
TECH-EN-001,TECH-EN-001-C06,Bank business continuity planning references,en,Mise en place d’un plan de continuité de l’activité pour la Banque Centrale de Tunisie (financé par la GIZ) Phase 1 - Etat des lieux Phenix V1 et définition de la gouvernance de Phenix V2 • Etat des lieux • Définition…,Banque centrale de Tunisie,Tunisie,Banque,PCA/PCI,Mise en place d’un plan de continuité de l’activité pour la Banque Centrale de Tunisie (financé par la GIZ) Phase 1 - Etat des lieux Phenix V1 et définition de la gouvernance de Phenix V2 • Etat des lieux • Définition et mise en place du cadre de gouvernance du PCA • Elaboration du planning détaillé de mise en œuvre de Phenix V2 Phase 2 - Cadrage du PCA • Etude des besoins de continuité d'activité • Plan de gestion de crise • Proposition de stratégies de continuité par des scénarios de risque • Etat des lieux et analyse des risques liés à la continuité de l'activité,attestons par la présente que le Cabinet DEVOTEAM a réalisé la mission d’ Assistance à la mise en œuvre d’un Plan de Continuité d’Activité (PCA) de la Banque Centrale de Tunisie. La mission a été pilotée par Mr. Slim CHENCHAH.…,mise en place PCA.pdf,1,mise en place PCA.pdf — page 1,,,,,,
